    Date, Time,Site_22,Site_23,Site_24,Site_25,Site_26,Site_27,Site_28, Site_A, Site_H, Site_K, Site_R, Site_V
20130101,22:00,0.22,0.29,0.26,0.19,0.19,,0.24,              LST,0.31,0.25,              AQI,0.27
20130101,23:00,0.26,0.24,0.21,0.2,0.19,,0.26,              LST,0.34,0.22,              AQI,0.26
20130102,0:00,               ST,0.24,               ST,               ST,               ST,,0.23,              LST,0.31,0.2,               ST,0.26
20130102,1:00,               BL,0.23,               BL,               BL,               BL,,0.22,              LST,0.25,0.24,               BL,0.24
20130102,2:00,0.23,               ST,0.24,0.19,0.2,,               ST,              LST,               ST,0.21,              AQI,0.23
20130102,3:00,0.19,               BL,0.22,0.22,0.2,,               BL,              LST,               BL,0.22,              AQI,0.22
20130102,4:00,0.2,0.24,0.25,0.18,0.19,,0.2,              LST,0.29,0.22,              AQI,0.24
20130102,5:00,0.21,0.22,0.21,0.18,0.2,,0.21,              LST,0.33,0.23,              AQI,0.24
20130102,6:00,0.21,0.23,0.21,0.18,0.18,,0.21,              LST,0.27,0.21,              AQI,0.25
20130102,7:00,0.23,0.22,0.24,0.18,0.16,,0.21,              LST,0.3,0.23,              AQI,0.25
20130102,8:00,0.2,0.28,0.22,0.18,0.21,,0.2,              LST,0.3,0.23,              AQI,0.25
20130102,9:00,0.21,0.23,0.22,0.31,0.17,,0.2,              LST,0.23,0.24,              AQI,0.24
20130102,10:00,0.22,0.32,0.17,0.2,0.18,,0.19,              LST,0.28,0.22,              AQI,0.25
20130102,11:00,0.21,0.21,0.2,0.19,0.18,,0.21,              LST,0.23,0.19,              AQI,0.26
20130102,12:00,0.24,0.28,0.2,0.16,0.18,,0.22,              LST,0.27,0.21,              AQI,0.25
20130102,13:00,0.2,0.28,0.21,0.17,0.21,,0.26,              LST,0.21,0.26,              AQI,0.29
20130102,14:00,0.2,0.3,0.23,0.24,0.23,,0.27,              LST,0.24,0.33,              AQI,0.29
20130102,15:00,0.23,0.24,0.21,0.22,0.19,,0.27,              LST,0.21,0.22,              AQI,0.28
20130102,16:00,0.22,0.22,0.17,0.21,0.24,,0.25,              LST,0.31,0.28,              AQI,0.26
20130102,17:00,0.26,0.24,0.23,0.18,0.21,,0.29,              LST,0.23,0.25,              AQI,0.28
20130102,18:00,0.25,0.24,0.18,0.17,0.21,,0.23,              LST,0.25,0.23,              AQI,0.27
20130102,19:00,0.24,0.23,0.21,0.17,0.23,,0.21,              LST,0.29,0.26,              AQI,0.24
20130102,20:00,0.25,0.22,0.19,0.17,0.24,,0.22,              LST,0.32,0.18,              AQI,0.26
20130102,21:00,0.24,0.18,0.22,0.16,0.23,,0.2,              LST,0.28,0.18,              AQI,               ST
20130102,22:00,0.21,0.25,0.2,0.16,0.2,,0.22,              LST,0.25,               ST,              AQI,               BL
20130102,23:00,0.2,0.19,0.2,0.17,0.17,,0.23,              LST,0.23,               BL,               ST,0.22
20130103,0:00,0.22,               ST,0.23,0.19,0.15,,               ST,              LST,               ST,0.19,              LST,0.24
20130103,1:00,0.18,               BL,0.24,0.19,0.16,,               BL,              LST,               BL,0.19,              LST,0.24
20130103,2:00,               ST,0.24,               ST,               ST,               ST,,0.21,              LST,0.25,0.21,              LST,               ST
20130103,3:00,               BL,0.24,               BL,               BL,               BL,,0.2,              LST,0.28,0.18,              LST,               BL
20130103,4:00,0.19,0.22,0.26,0.2,0.2,,0.2,              LST,0.3,0.19,              LST,0.24
20130103,5:00,0.21,0.25,0.29,0.23,0.19,,0.19,              LST,0.41,0.19,              LST,0.25
20130103,6:00,0.24,0.26,0.27,0.22,0.2,,0.2,              LST,0.75,0.23,              LST,0.34
20130103,7:00,0.25,0.29,0.28,0.21,0.23,,0.18,              LST,0.71,0.31,              LST,0.4
20130103,8:00,0.23,0.34,0.29,0.26,0.31,,0.18,              LST,0.71,0.25,              LST,0.41
20130103,9:00,0.21,0.43,0.23,0.26,0.29,,0.19,              LST,1.06,0.22,              LST,0.42
20130103,10:00,0.24,0.58,0.22,0.22,0.27,,0.19,              LST,1.39,0.22,              LST,0.44
20130103,11:00,0.22,1.15,0.2,0.17,0.23,,0.2,              LST,0.63,0.19,              LST,0.24
20130103,12:00,0.21,0.76,0.21,0.18,0.21,,0.16,               XX,0.44,0.18,              LST,0.27
20130103,13:00,0.18,0.64,0.18,0.15,0.19,,              AQI,              AQI,0.62,0.16,              LST,0.2
20130103,14:00,0.19,0.45,0.16,0.14,0.29,,0.17,              AQI,0.35,0.15,              LST,0.2
20130103,15:00,0.18,0.29,0.16,0.16,0.14,,0.15,              AQI,0.21,0.15,              LST,0.18
20130103,16:00,0.19,0.21,0.16,0.15,0.16,,0.16,               ST,0.21,0.22,              LST,0.19
20130103,17:00,0.24,0.2,0.19,0.15,0.15,,0.14,               BL,0.22,0.16,              LST,0.37
20130103,18:00,0.21,0.2,0.19,0.14,0.24,,0.12,0.15,0.3,0.16,              LST,0.19
20130103,19:00,0.21,0.21,0.2,0.17,0.14,,0.12,0.15,0.23,0.18,              LST,0.22
20130103,20:00,0.22,0.7,0.19,0.2,0.15,,0.16,0.18,0.93,0.17,              LST,0.2
20130103,21:00,0.27,0.41,0.18,0.23,0.13,,0.17,0.25,1.07,0.22,              LST,0.19
20130103,22:00,0.24,0.34,0.21,0.17,0.2,,0.18,0.23,2.18,0.23,              LST,0.27
20130103,23:00,0.27,0.63,0.32,1.16,0.22,,0.19,0.24,0.58,0,              LST,0.41
20130104,0:00,               ST,               ST,               ST,               ST,               ST,,0.2,               ST,0.37,0.9,              LST,0.32
20130104,1:00,               BL,               BL,               BL,               BL,               BL,,0.19,               BL,0.33,0.26,              LST,0.42
20130104,2:00,0.25,0.54,0.22,0.69,0.22,,               ST,0.21,               ST,               ST,              LST,               ST
20130104,3:00,0.29,0.48,0.34,0.73,0.18,,               BL,0.22,               BL,               BL,              LST,               BL
20130104,4:00,0.33,0.35,0.27,0.67,0.19,,0.29,0.22,0.28,0.95,              LST,0.32
20130104,5:00,0.23,0.28,0.22,0.5,0.2,,0.27,0.17,0.7,0.21,              LST,0.31
20130104,6:00,0.19,0.28,0.17,0.15,0.2,,0.26,0.18,1.92,0.19,              LST,0.23
20130104,7:00,0.19,0.28,0.19,0.2,0.2,,0.24,0.16,1.3,0.24,              LST,0.24
20130104,8:00,0.2,0.28,0.16,0.33,              LST,,0.19,0.15,0.92,0.21,              LST,0.24
20130104,9:00,0.24,0.35,0.2,0.35,0.18,,0.18,0.16,0.24,0.25,              LST,0.24
20130104,10:00,0.21,0.35,0.16,0.51,0.12,,0.21,0.16,0.17,0.24,              AQI,0.26
20130104,11:00,0.22,0.26,0.16,0.44,0.12,,0.25,0.17,0.17,0.24,              AQI,0.29
20130104,12:00,0.21,0.54,0.16,0.43,0.1,,0.25,0.16,0.21,0.25,              AQI,0.25
20130104,13:00,0.2,0.31,0.17,0.25,0.11,,0.25,0.17,0.41,0.19,              AQI,0.23
20130104,14:00,0.2,0.3,0.14,0.14,0.13,,0.26,0.17,0.29,0.2,              AQI,0.22
20130104,15:00,0.23,0.22,0.16,0.12,0.12,,0.26,0.19,0.19,0.22,              AQI,0.27
20130104,16:00,0.26,0.67,0.18,0.1,0.13,,0.21,0.17,0.23,0.24,              AQI,0.3
20130104,17:00,0.29,0.53,0.16,0.12,0.14,,0.24,0.17,0.19,0.32,              AQI,0.34
20130104,18:00,0.21,0.8,0.15,0.14,0.16,,0.24,0.19,0.52,0.22,              AQI,0.42
20130104,19:00,0.22,0.53,0.19,0.14,0.13,,0.27,0.15,0.57,0.19,              AQI,0.27
20130104,20:00,0.21,0.4,0.15,0.14,0.13,,0.25,0.17,0.21,0.32,              AQI,0.3
20130104,21:00,0.25,0.95,0.15,0.15,0.12,,0.21,0.15,0.3,0.23,              AQI,0.28
20130104,22:00,0.23,0.39,0.15,0.15,0.11,,0.21,0.18,0.16,0.29,              AQI,0.29
20130104,23:00,0.24,0.28,0.16,0.14,0.13,,0.21,0.17,0.62,0.27,              AQI,0.28
20130105,0:00,0.21,0.22,0.2,0.14,0.14,,               ST,0.17,               ST,0.17,               ST,0.25
20130105,1:00,0.17,0.67,0.18,0.16,0.15,,               BL,0.14,               BL,0.17,               BL,               ST
20130105,2:00,               ST,               ST,               ST,               ST,               ST,,0.18,               ST,0.28,               ST,               BL,               BL
20130105,3:00,               BL,               BL,               BL,               BL,               BL,,0.18,               BL,0.69,               BL,0.49,0.33
20130105,4:00,0.18,0.19,0.19,0.14,0.25,,0.18,0.16,1.29,0.16,0.49,0.2
20130105,5:00,0.16,0.18,0.17,0.12,0.22,,0.16,0.2,0.31,0.17,0.38,0.24
20130105,6:00,0.19,0.18,0.15,0.12,0.18,,0.19,0.19,0.79,0.2,0.37,0.31
20130105,7:00,0.19,0.14,0.13,0.15,0.18,,0.2,0.2,1.65,0.24,0.39,0.25
20130105,8:00,0.22,0.2,0.14,0.1,0.13,,0.19,0.2,2.19,0.23,0.45,0.48
20130105,9:00,0.18,0.22,0.15,0.11,0.14,,0.2,0.18,1.17,0.2,0.46,0.25
20130105,10:00,0.21,0.23,0.15,0.1,0.19,,0.18,0.15,1.04,0.23,0.44,0.35
20130105,11:00,0.25,0.18,0.2,0.1,0.26,,0.19,0.21,0.24,0.39,0.5,0.33
20130105,12:00,0.26,0.19,0.16,0.1,0.35,,0.18,0.17,0.34,0.26,0.44,0.33
20130105,13:00,0.2,              LST,0.15,0.1,0.21,,0.21,0.15,0.95,0.16,0.41,0.23
20130105,14:00,0.2,              LST,0.14,0.09,0.17,,0.17,0.16,0.27,0.17,0.38,0.22
20130105,15:00,0.2,              LST,0.14,0.11,0.3,,0.17,0.16,0.69,0.18,0.34,0.35
20130105,16:00,0.17,              LST,0.12,0.1,0.53,,0.17,0.15,2.08,0.19,0.34,0.26
20130105,17:00,0.24,              LST,0.14,0.08,0.24,,0.18,0.18,0.58,0.2,0.34,0.38
20130105,18:00,0.47,              LST,0.2,0.1,0.29,,0.2,0.19,0.37,0.34,0.36,0.31
20130105,19:00,0.3,              LST,0.14,0.09,0.29,,0.2,0.21,0.26,0.29,0.37,0.51
20130105,20:00,0.19,              LST,0.16,0.14,0.34,,0.18,0.16,1.58,0.16,0.39,0.21
20130105,21:00,               CS,              LST,               CS,               CS,0.32,,               CS,               CS,               CS,               CS,               CS,               CS
20130105,22:00,               IQ,              LST,               IQ,               IQ,               IQ,,               IQ,               IQ,               IQ,               IQ,               IQ,               IQ
20130105,23:00,0.24,              LST,0.15,0.14,0.22,,0.22,0.18,0.26,0.18,0.27,0.23
20130106,0:00,               ST,              LST,               ST,               ST,               ST,,0.21,               ST,0.4,0.21,0.29,0.22
20130106,1:00,               ST,              LST,               ST,               ST,               ST,,0.2,               ST,0.22,0.21,0.27,               ST
20130106,2:00,               BL,              LST,               BL,               BL,               BL,,               ST,               BL,               ST,0.21,               ST,               ST
20130106,3:00,0.15,              LST,0.12,0.23,0.18,,               ST,0.21,               ST,0.2,               ST,               BL
20130106,4:00,0.12,              LST,0.12,0.09,0.14,,               BL,0.14,               BL,0.16,               BL,0.2
20130106,5:00,0.12,              LST,0.12,0.18,0.12,,0.14,0.11,0.24,0.12,               BL,0.17
20130106,6:00,0.12,              LST,0.14,0.13,0.12,,0.13,0.12,0.35,0.15,0.35,0.23
20130106,7:00,0.13,              LST,0.15,0.1,0.12,,0.14,0.13,0.45,0,0.31,0.16
20130106,8:00,0.16,              LST,0.17,0.14,0.1,,0.13,0.14,0.31,0.13,0.3,0.17
20130106,9:00,0.15,              LST,0.17,0.11,0.1,,0.14,0.14,0.22,0.13,0.35,0.16
20130106,10:00,0.19,              LST,0.19,0.13,0.1,,0.13,0.15,0.24,0.17,0.36,0.19
20130106,11:00,0.18,              LST,0.18,0.14,0.11,,0.12,0.15,0.23,0.16,0.36,0.21
20130106,12:00,0.17,              LST,0.19,0.15,0.13,,0.13,0.15,0.2,0.16,0.38,0.22
20130106,13:00,0.16,              LST,0.15,0.15,0.13,,0.14,0.15,0.45,0.16,0.33,0.17
20130106,14:00,0.19,              LST,0.16,0.12,0.13,,0.14,0.13,0.31,0.15,0.32,0.16
20130106,15:00,0.17,              LST,0.2,0.18,0.13,,0.13,0.14,0.3,0.33,0.25,0.17
20130106,16:00,0.18,              LST,0.17,0.18,0.11,,0.13,0.14,0.31,0.35,0.22,0.26
20130106,17:00,0.28,              LST,0.16,0.12,0.12,,0.13,0.18,0.2,0.43,0.28,0.23
20130106,18:00,0.39,              LST,0.19,0.53,0.15,,0.16,0.22,0.29,0.23,0.32,0.23
20130106,19:00,0.42,              LST,0.21,0.77,0.19,,0.16,0.34,0.32,0.26,0.33,0.23
20130106,20:00,0.54,              LST,0.21,1.3,0.19,,0.16,0.42,0.32,0.29,0.32,0.3
20130106,21:00,0.58,              LST,0.26,0.3,0.22,,0.17,0.45,0.6,               ST,0.31,0.38
20130106,22:00,0.56,              LST,0.23,0.23,0.24,,0.19,0.53,2.02,               ST,0.35,0.35
20130106,23:00,0.64,              LST,0.31,0.21,0.25,,0.21,0.72,1.77,               BL,0.38,0.39
20130107,0:00,0.45,              LST,0.36,0.29,0.3,,               ST,0.37,               ST,0.49,               ST,0.73
20130107,1:00,0.42,              LST,0.61,0.2,0.33,,               BL,0.33,               BL,               ST,               BL,0.93
20130107,2:00,               ST,              LST,               ST,               ST,               ST,,0.24,               ST,0.36,               BL,0.88,0.35
20130107,3:00,               BL,              LST,               BL,               BL,               BL,,0.23,               BL,0.36,1.02,0.92,0.57
20130107,4:00,0.25,              LST,0.27,0.34,0.41,,0.29,0.33,0.34,0.91,0.84,0.53
20130107,5:00,0.34,              LST,0.34,0.38,0.38,,0.28,0.42,0.52,0.54,0.76,1.03
20130107,6:00,0.61,              LST,0.37,0.34,0.43,,0.35,0.36,0.58,0.51,0.88,1.22
20130107,7:00,0.51,              LST,0.35,0.28,0.36,,0.4,0.42,1.23,0.66,1.14,0.83
20130107,8:00,0.4,              LST,0.44,0.3,0.37,,0.42,0.36,0.47,0.83,1.26,0.88
20130107,9:00,0.34,              LST,0.31,0.23,0.29,,0.36,0.59,0.35,1.42,0.97,0.63
20130107,10:00,0.71,              LST,0.33,0.21,0.25,,0.29,1.17,0.26,0.3,0.69,0.25
20130107,11:00,0.72,              LST,0.27,0.18,0.28,,0.22,1.11,0.25,0.27,0.54,0.25
20130107,12:00,0.71,              LST,0.29,0.13,0.17,,0.25,0.92,0.26,0.23,0.5,0.25
20130107,13:00,0.55,              LST,0.32,0.15,0.15,,0.25,0.79,0.24,0.29,0.49,0.25
20130107,14:00,0.61,              LST,0.32,0.14,0.24,,0.24,0.99,0.22,0,0.44,0.22
20130107,15:00,0.88,              LST,0.29,0.18,0.22,,0.33,0.67,0.19,0.31,0.46,0.27
20130107,16:00,0.59,              LST,0.3,0.13,0.19,,0.26,0.7,0.18,0.41,0.53,0.22
20130107,17:00,0.37,              LST,0.38,0.16,0.6,,0.21,0.5,0.42,0.76,0.48,0.31
20130107,18:00,0.71,              LST,0.55,0.31,0.25,,0.27,1.83,0.4,0.54,0.46,0.37
20130107,19:00,2.34,              LST,0.46,0.18,0.2,,0.39,0.82,0.44,0.72,0.57,0.68
20130107,20:00,1.53,              LST,0.29,0.19,0.22,,0.37,0.76,0.21,0.27,0.59,0.41
20130107,21:00,0.71,              LST,0.33,0.19,0.18,,0.32,1.37,0.24,0.28,0.52,               ST
20130107,22:00,0.62,              LST,0.37,0.22,0.2,,0.36,1.73,0.22,0.37,0.46,               BL
20130107,23:00,0.68,              LST,0.27,0.21,0.69,,0.34,0.74,0.22,0.27,0.43,0.23
20130108,0:00,               ST,              LST,               ST,               ST,               ST,,               ST,               ST,0.33,0.97,0.39,0.27
20130108,1:00,               BL,              LST,               BL,               BL,               BL,,               BL,               BL,0.28,0.74,0.37,0.31
20130108,2:00,0.31,              LST,0.39,0.29,0.22,,0.26,1.14,               ST,               ST,               ST,0.26
20130108,3:00,0.44,              LST,0.47,0.25,0.22,,0.25,0.56,               BL,               BL,               BL,0.28
20130108,4:00,0.38,              LST,0.39,0.24,0.2,,0.28,0.41,0.29,1.2,0.53,0.3
20130108,5:00,0.39,              LST,0.34,0.22,0.13,,0.29,0.42,0.28,1.37,0.51,0.32
20130108,6:00,0.34,              LST,0.32,0.17,0.17,,0.28,0.46,0.26,1.58,0.47,0.33
20130108,7:00,0.63,              LST,0.28,0.14,0.13,,0.23,0.56,0.28,0.34,0.58,0.28
20130108,8:00,0.6,              LST,              AQI,0.13,0.12,,0.19,0.5,0.17,0.24,0.53,0.24
20130108,9:00,0.48,              LST,              LST,0.12,0.12,,0.15,0.46,0.17,0.25,0.57,0.22
20130108,10:00,0.66,              AQI,              LST,0.11,0.11,,0.16,0.67,0.17,0.3,0.49,0.22
20130108,11:00,0.8,0.3,              LST,0.13,0.09,,0.15,0.88,0.2,0.22,0.44,0.22
20130108,12:00,0.46,1.61,              LST,0.11,0.09,,0.12,0.68,0.14,0.22,0.43,0.18
20130108,13:00,0.72,2.82,              LST,0.12,0.11,,0.1,0.6,0.14,0.16,0.34,0.17
20130108,14:00,0.52,               ST,              LST,0.16,0.12,,0.13,0.6,0.13,0.21,0.41,0.21
20130108,15:00,0.92,               BL,              LST,0.11,0.11,,0.12,0.36,0.13,0.48,0.53,0.33
20130108,16:00,0.91,               CS,              LST,0.23,0.1,,0.14,0.64,0.16,0.61,0.41,0.2
20130108,17:00,0.91,0.43,              LST,0.13,0.14,,0.17,0.98,0.12,0.2,0.4,0.26
20130108,18:00,0.75,0.34,              LST,0.13,0.03,,0.1,0.52,0.1,0.15,0.48,0.18
20130108,19:00,0.23,0.24,              LST,0.2,0.1,,0.08,0.95,0.11,0.23,0.49,0.18
20130108,20:00,0.76,0.32,              LST,0.06,0.07,,0.13,0.25,0.07,0.42,0.58,0.13
20130108,21:00,0.37,1.5,              LST,0,0.04,,0.08,0.55,0.07,0.36,0.36,               ST
20130108,22:00,0.85,0.32,              LST,0.09,0.05,,0.07,0.93,0.08,0.11,0.26,               BL
20130108,23:00,0.35,0.18,              LST,0.08,0.07,,0.08,0.73,0.11,0.13,0.25,0.12
20130109,0:00,0.35,               ST,              LST,0.08,               ST,,0.07,0.3,               ST,0.14,               ST,0.13
20130109,1:00,0.21,               BL,              LST,0.06,               BL,,0.11,0.79,               BL,0.15,               BL,0.12
20130109,2:00,               ST,0.1,              LST,               ST,0.08,,               ST,               ST,0.19,0.09,0.57,0.08
20130109,3:00,               BL,0.13,              LST,               BL,0.02,,               BL,               BL,0.11,0.11,0.44,0.09
20130109,4:00,0.3,0.13,              LST,0.31,0.08,,0,1.38,0.12,0.11,0.35,0.08
20130109,5:00,0.2,0.11,              LST,0.14,0.06,,0.03,0.6,0.14,0.16,0.31,0.11
20130109,6:00,0.24,0.08,              LST,0.04,0,,0.05,0.14,0.13,0.12,0.29,0.09
20130109,7:00,0.4,0.2,              LST,0,0.04,,0.04,0.49,0.07,0.17,0.33,0.09
20130109,8:00,0.34,0.2,              LST,0,0.07,,0.03,0.72,0.07,0.15,0.3,0.07
20130109,9:00,0.73,0.35,              LST,0.04,0,,0.06,0.77,0.11,0.14,0.26,0.1
20130109,10:00,0.24,0.36,              LST,0.04,0,,0.05,0.64,0.05,0.1,0.24,0.09
20130109,11:00,0.67,0.41,              LST,0.05,0.04,,              LST,0.54,0.08,0.09,0.25,0.13
20130109,12:00,0.4,0.23,              LST,0.04,0.06,,              LST,0.54,0.08,0.15,0.26,0.1
20130109,13:00,0.13,0.79,              LST,0.1,0.05,,              LST,0.21,0.07,1.46,0.28,0.16
20130109,14:00,0.26,0.24,              LST,0.02,0.03,,              LST,0.5,0.09,2.67,0.36,0.12
20130109,15:00,0.49,0.18,              LST,0.07,0.06,,              LST,0.2,0.09,0.12,0.28,0.12
20130109,16:00,0.95,0.21,              LST,0.24,0.05,,              AQI,0.33,0.13,0.63,0.34,0.15
20130109,17:00,0.93,0.27,              LST,0.04,0.08,,              AQI,0.49,0.08,0.11,0.3,0.12
20130109,18:00,0.61,0.18,              LST,0.08,0.1,,0.08,0.66,0.09,0.22,0.3,0.15
20130109,19:00,0.12,0.09,              LST,0.26,0.09,,0.14,0.54,0.14,0.11,0.32,0.11
20130109,20:00,0.23,0.12,              LST,0.44,0.07,,0.14,0.3,0.1,0.14,0.43,               ST
20130109,21:00,0.12,4.63,              LST,0.09,0.13,,0.24,0.14,0.12,0.12,0.56,               BL
20130109,22:00,0.25,2.67,              LST,0.11,0.15,,0.24,0.14,0.11,               ST,0.42,0.12
20130109,23:00,0.14,2.71,              LST,0.17,0.2,,0.3,0.12,0.1,               BL,0.34,0.14
20130110,0:00,               ST,0.93,              LST,               ST,0.19,,               ST,               ST,0.15,0.19,0.33,0.18
20130110,1:00,               BL,4.92,              LST,               BL,0.2,,               BL,               BL,0.3,0.2,0.36,0.21
20130110,2:00,0.22,               ST,              LST,0.2,               ST,,0.39,0.28,               ST,              AQI,               ST,               ST
20130110,3:00,0.24,               BL,              LST,0.13,               BL,,0.3,0.25,               BL,0.25,               BL,               BL
20130110,4:00,0.56,1.66,              LST,0.15,0.19,,0.31,0.25,0.27,0.28,1.07,0.24
20130110,5:00,0.62,1.58,              LST,0.22,0.2,,0.34,0.29,0.3,0.3,0.95,0.34
20130110,6:00,0.35,1.17,              LST,0.25,0.23,,0.3,0.36,0.46,0.37,0.7,0.39
20130110,7:00,0.3,1.03,              LST,0.37,0.25,,0.26,0.44,0.35,              LST,0.59,0.54
20130110,8:00,0.33,1.03,              LST,0.41,0.26,,0.24,0.53,0.42,              AQI,0.59,0.48
20130110,9:00,0.37,0.99,              LST,0.25,0.23,,0.25,0.77,0.34,0.46,0.65,0.42
20130110,10:00,0.38,0.53,              LST,0.25,0.22,,0.27,0.43,0.34,0.42,0.55,0.4
20130110,11:00,0.29,0.61,              LST,0.21,0.22,,0.27,0.35,0.32,0.29,0.43,0.35
20130110,12:00,0.37,0.7,              LST,0.19,0.23,,0.24,0.33,0.28,0.31,0.37,0.29
20130110,13:00,0.31,0.49,              LST,0.21,0.24,,0.2,0.27,0.24,0.27,0.39,0.31
20130110,14:00,0.34,0.66,              LST,0.24,0.14,,0.16,0.21,0.22,0.2,0.39,0.22
20130110,15:00,0.21,0.38,               XX,0.3,0.15,,0.17,0.22,0.17,0.19,0.34,0.2
20130110,16:00,0.22,0.41,               IQ,0.44,0.14,,0.16,0.23,0.19,0.21,0.4,0.22
20130110,17:00,0.2,0.48,               XX,0.28,0.19,,0.17,0.26,0.26,0.22,0.44,0.28
20130110,18:00,0.37,0.39,               XX,0.23,0.21,,0.18,0.38,0.34,0.36,0.61,0.4
20130110,19:00,0.45,9.22,               ST,0.22,0.2,,0.22,0.54,0.48,0.57,0.79,0.54
20130110,20:00,0.59,19.8,               BL,0.28,0.21,,0.39,0.63,0.6,0.71,0.72,0.52
20130110,21:00,0.82,15.49,               ST,0.27,0.2,,0.58,0.48,0.54,               ST,0.73,0.51
20130110,22:00,0.53,3.8,              LST,0.25,0.21,,0.65,0.41,0.43,               BL,0.72,0.37
20130110,23:00,0.37,4.19,              AQI,0.32,0.15,,0.37,0.31,0.31,0.34,0.74,0.32
20130111,0:00,0.42,               ST,               ST,0.21,               ST,,0.48,0.34,               ST,0.32,               ST,0.31
20130111,1:00,0.27,               BL,               BL,0.27,               BL,,0.44,0.3,               BL,0.3,               BL,0.29
20130111,2:00,               ST,12,              AQI,               ST,0.18,,               ST,               ST,0.32,              AQI,0.75,               ST
20130111,3:00,               BL,2.17,              AQI,               BL,0.18,,               BL,               BL,0.32,0.32,0.63,               BL
20130111,4:00,0.32,3.77,              AQI,0.31,0.17,,0.3,0.33,0.33,0.32,0.6,0.4
20130111,5:00,0.41,2.8,              AQI,0.32,0.16,,0.29,0.53,0.32,0.47,0.67,0.44
20130111,6:00,0.62,3.77,              AQI,0.4,0.23,,0.3,0.88,0.63,0.51,0.66,0.77
20130111,7:00,3.45,1.86,              AQI,0.5,0.28,,0.36,1.17,1.29,0.65,0.71,0.87
20130111,8:00,2.57,1.61,              LST,0.46,0.47,,0.36,7.26,2.32,0.89,1.16,1.06
20130111,9:00,4.78,0.57,              LST,0.34,0.41,,0.29,2.99,4.38,0.52,1.34,0.46
20130111,10:00,1.33,0.4,              LST,0.84,0.2,,0.19,1.61,0.52,0.33,1.29,0.36
20130111,11:00,1.64,0.32,               XX,0.36,0.2,,0.21,0.34,1.39,0.28,0.96,0.32
20130111,12:00,0.89,0.3,               XX,0.38,0.17,,0.12,0.44,0.36,0.28,1.03,0.27
20130111,13:00,0.66,0.29,               XX,0.21,0.19,,0.17,0.34,0.3,0.27,1.08,0.21
20130111,14:00,0.39,0.26,               XX,0.17,0.16,,0.13,0.26,0.23,0.14,0.75,0.21
20130111,15:00,0.48,0.25,               IQ,0.27,0.18,,0.12,0.75,0.37,0.21,0.57,0.22
20130111,16:00,0.52,0.24,               XX,0.14,0.15,,0.12,0.96,0.35,0.32,0.48,0.29
20130111,17:00,0.37,0.25,               XX,0.15,0.12,,0.18,0.75,0.35,0.35,0.39,0.33
20130111,18:00,0.32,0.28,               BL,0.12,0.13,,0.21,1.01,0.2,0.23,0.4,0.19
20130111,19:00,0.49,0.34,              AQI,0.15,0.15,,0.21,1.62,0.21,0.28,0.45,0.21
