    Date, Time,Site_22,Site_23,Site_24,Site_25,Site_26,Site_27,Site_28, Site_A, Site_H, Site_K, Site_R, Site_V
20130215,3:00,               BL,               BL,               BL,0.27,0.23,,               BL,0.46,              LST,0.39,               BL,0.67
20130215,4:00,0.67,1.07,0.7,0.8,0.23,,0.17,0.52,              LST,0.55,0.91,0.63
20130215,5:00,0.7,0.62,0.5,0.26,0.26,,0.14,0.76,              LST,0.63,0.84,0.89
20130215,6:00,0.79,0.38,0.53,0.84,0.41,,0.15,0.97,              LST,1.2,0.87,1.52
20130215,7:00,0.91,0.79,0.67,0.61,0.46,,0.17,0.88,              LST,              LST,0.87,4.79
20130215,8:00,1.16,0.57,0.65,0.36,0.28,,0.14,0.74,              LST,              AQI,1.07,7.38
20130215,9:00,0.61,1.18,0.24,0.26,0.17,,0.11,0.6,              LST,0.81,1.06,2.64
20130215,10:00,0.43,0.36,0.28,0.11,0.22,,0.12,0.52,              LST,0.71,0.92,0.81
20130215,11:00,0.33,0.45,0.24,0.18,0.11,,0.14,0.39,              LST,0.44,0.78,0.53
20130215,12:00,0.29,1.01,0.2,0.14,0.1,,0.15,0.28,              LST,0.36,0.59,0.55
20130215,13:00,0.22,0.68,0.18,0.25,0.12,,0.14,0.2,              LST,0.24,0.52,0.35
20130215,14:00,0.17,0.5,0.16,0.21,0.16,,0.15,0.19,              LST,0.19,0.43,0.31
20130215,15:00,0.17,0.2,0.17,0.24,0.23,,0.14,0.15,              LST,0.21,0.4,0.35
20130215,16:00,0.21,0.19,0.18,0.23,0.24,,0.15,0.18,              LST,0.23,0.33,0.51
20130215,17:00,0.26,0.21,0.21,0.28,0.14,,0.16,0.22,              LST,0.32,0.38,0.36
20130215,18:00,0.21,0.19,0.16,0.33,0.16,,0.18,0.17,              AQI,0.25,0.38,0.31
20130215,19:00,0.22,0.18,0.15,0.16,0.18,,0.18,0.16,              AQI,0.23,0.48,0.3
20130215,20:00,0.17,0.15,0.14,0.16,0.21,,0.18,0.14,              AQI,0.2,0.48,0.3
20130215,21:00,0.13,0.13,0.11,0.15,0.15,,0.14,0.1,              AQI,0.13,0.45,0.19
20130215,22:00,0.14,0.13,0.12,0.13,               ST,,0.11,0.11,               XX,0.13,0.44,               ST
20130215,23:00,0.14,0.14,0.12,0.09,               BL,,0.11,0.11,               XX,0.14,0.42,               BL
20130216,0:00,               ST,               ST,               ST,0.1,0.11,,               ST,0.13,               XX,0.14,               ST,0.19
20130216,1:00,               BL,               BL,               BL,0.11,0.11,,               BL,0.13,               XX,0.15,               BL,0.18
20130216,2:00,0.13,0.19,0.15,               ST,0.1,,0.13,               ST,               XX,               ST,0.54,               ST
20130216,3:00,0.16,0.28,0.14,               BL,0.12,,0.13,               BL,              AQI,               BL,0.42,               BL
20130216,4:00,0.21,0.14,0.16,0.11,0.13,,0.15,0.16,              AQI,0.19,0.37,0.22
20130216,5:00,0.2,0.13,0.14,0.13,0.13,,0.15,0.18,              AQI,0.22,0.35,0.25
20130216,6:00,0.26,0.35,0.16,0.11,0.14,,0.16,0.22,               XX,0.3,0.37,0.29
20130216,7:00,0.54,0.37,0.18,0.14,0.18,,0.17,0.34,               BL,0.29,0.37,0.3
20130216,8:00,0.28,0.17,0.21,0.1,0.2,,0.16,0.23,0.5,0.24,0.39,0.32
20130216,9:00,0.2,0.17,0.16,0.11,0.12,,0.13,0.17,0.74,0.19,0.41,0.26
20130216,10:00,0.13,0.19,0.16,0.14,0.1,,0.12,0.17,0.49,0.18,0.47,0.25
20130216,11:00,0.15,0.31,0.14,0.12,0.09,,0.14,0.17,               IQ,0.18,0.4,0.26
20130216,12:00,0.17,0.22,0.14,0.19,0.11,,0.12,0.17,0.26,0.18,0.35,0.27
20130216,13:00,0.16,0.24,0.14,0.18,0.08,,0.1,0.15,               ST,0.17,0.3,0.26
20130216,14:00,0.14,0.17,0.13,0.13,0.09,,0.11,0.13,               BL,0.15,0.3,0.28
20130216,15:00,0.14,0.19,0.14,0.12,0.08,,0.11,0.14,0.19,0.14,0.29,0.29
20130216,16:00,0.14,0.16,0.14,0.11,0.08,,0.1,0.14,0.19,0.16,0.26,0.24
20130216,17:00,0.15,0.16,0.14,0.13,0.09,,0.11,0.15,0.18,0.2,0.26,0.3
20130216,18:00,0.23,0.26,0.13,0.21,0.1,,0.12,0.16,0.24,0.22,0.27,0.69
20130216,19:00,0.26,0.64,0.36,0.22,               CS,,0.12,0.58,0.55,0.29,0.32,0.67
20130216,20:00,2.22,0.73,0.75,0.19,               IQ,,0.11,1.01,0.81,0.5,0.42,0.89
20130216,21:00,               CS,               CS,               CS,               CS,0.23,,               CS,               CS,               CS,               CS,               CS,               CS
20130216,22:00,               IQ,               IQ,               IQ,               IQ,0.18,,               IQ,               IQ,               IQ,               IQ,               IQ,               IQ
20130216,23:00,0.62,1.41,0.4,0.14,0.18,,0.29,0.47,0.48,0.63,1.48,0.76
20130217,0:00,0.51,9.88,0.39,               ST,               ST,,0.33,               ST,0.45,0.39,1.58,0.5
20130217,1:00,1.1,11.55,0.31,               ST,               ST,,0.27,               ST,0.47,               ST,1.44,               ST
20130217,2:00,               ST,               ST,               ST,               BL,               BL,,               ST,               BL,               ST,               ST,               ST,               ST
20130217,3:00,               ST,               ST,               ST,0.23,0.16,,               ST,0.26,               ST,               BL,               ST,               BL
20130217,4:00,               BL,               BL,               BL,0.28,0.1,,               BL,0.3,               BL,0.32,               BL,0.42
20130217,5:00,0.27,14.78,0.34,0.28,0.11,,0.26,0.26,0.46,0.35,1.16,0.44
20130217,6:00,0.23,4,0.48,0.28,0.09,,0.4,0.26,0.37,0.32,1.04,0.49
20130217,7:00,1.12,12.39,0.43,0.21,0.08,,0.33,0.27,0.36,0.29,1.02,0.43
20130217,8:00,0.32,4.14,0.31,0.18,0.1,,0.31,0.21,0.31,0.18,0.92,0.3
20130217,9:00,0.24,1.7,0.23,0.1,0.06,,0.09,0.15,0.21,0.15,0.81,0.22
20130217,10:00,0.19,0.87,0.17,0.08,0.07,,0.09,0.1,0.14,0.09,0.62,0.14
20130217,11:00,0.13,0.2,0.19,0.08,0.06,,0.1,0.12,0.16,0.1,0.45,0.16
20130217,12:00,0.1,0.15,0.15,0.08,0.06,,0.14,0.13,0.13,0.1,0.39,0.15
20130217,13:00,0.12,0.13,0.11,0.08,0.08,,0.1,0.1,0.11,0.09,0.33,0.15
20130217,14:00,0.11,0.15,0.11,0.11,0.05,,0.1,0.17,0.1,0.09,0.33,0.14
20130217,15:00,0.11,0.13,0.13,0.08,0.06,,0.1,0.18,0.12,0.12,0.29,0.17
20130217,16:00,0.1,0.12,0.12,0.11,0.09,,0.15,0.26,0.11,0.17,0.3,0.33
20130217,17:00,0.11,0.12,0.12,0.1,0.07,,0.12,0.26,0.13,0.17,0.28,0.2
20130217,18:00,0.12,0.13,0.15,0.11,0.1,,0.12,0.27,0.16,0.11,0.3,0.2
20130217,19:00,0.17,0.35,0.15,0.21,0.13,,0.11,0.25,0.19,0.13,0.32,0.26
20130217,20:00,0.22,0.17,0.14,0.39,0.14,,0.13,0.18,0.18,0.14,0.35,0.23
20130217,21:00,0.27,0.24,0.17,0.37,0.1,,0.17,0.19,0.18,0.18,0.49,0.22
20130217,22:00,0.21,0.15,0.14,0.41,               ST,,0.1,0.18,0.15,0.15,0.8,0.18
20130217,23:00,0.16,0.13,0.1,0.2,               BL,,0.11,0.17,0.12,0.1,0.66,0.13
20130218,0:00,               ST,               ST,               ST,0.15,0.08,,               ST,0.21,               ST,0.1,               ST,0.13
20130218,1:00,               BL,               BL,               BL,0.21,0.08,,               BL,0.18,               BL,               ST,               BL,               ST
20130218,2:00,0.14,0.1,0.1,               ST,0.08,,0.25,               ST,0.14,               BL,0.47,               BL
20130218,3:00,0.11,0.25,0.12,               BL,0.08,,0.35,               BL,0.14,0.09,0.37,0.14
20130218,4:00,0.09,0.09,0.12,0.18,0.07,,0.16,0.25,0.12,0.11,0.34,0.12
20130218,5:00,0.11,0.11,0.15,0.2,0.07,,0.18,0.23,0.12,0.1,0.32,0.16
20130218,6:00,0.1,0.09,0.2,0.14,0.05,,0.16,0.17,0.13,0.14,0.32,0.18
20130218,7:00,0.13,0.09,0.18,0.26,0.07,,0.15,0.23,0.12,0.17,0.35,0.26
20130218,8:00,0.11,0.11,0.13,0.11,0.08,,0.23,0.23,0.11,0.17,0.34,0.24
20130218,9:00,0.1,0.09,0.13,0.09,0.07,,0.26,0.22,0.11,0.13,0.32,0.2
20130218,10:00,0.1,0.1,0.12,0.15,0.06,,0.18,0.22,0.11,0.13,0.32,0.19
20130218,11:00,0.13,0.38,0.13,0.13,0.07,,0.16,0.21,0.16,0.16,0.34,0.23
20130218,12:00,0.13,0.11,0.11,0.09,0.06,,0.11,0.27,0.11,0.12,0.39,0.23
20130218,13:00,0.13,0.11,0.14,0.11,0.01,,0.17,0.12,0.11,0.1,0.4,0.15
20130218,14:00,0.13,0.13,0.12,0.08,0.1,,0.12,0.13,0.12,0.09,0.42,0.16
20130218,15:00,0.18,0.12,0.12,0.07,0.05,,0.08,0.13,0.11,0.13,0.42,0.15
20130218,16:00,0.2,0.74,2.39,0.07,0.04,,0.08,0.19,0.14,0.14,0.41,0.23
20130218,17:00,0.28,2.26,0.76,0.09,0.05,,0.08,0.17,0.12,0.14,0.36,0.24
20130218,18:00,0.24,              LST,0.57,0.06,0.06,,0.08,0.17,0.15,0.16,0.41,0.28
20130218,19:00,0.3,              LST,0.14,0.08,0.08,,0.09,0.25,0.13,0.16,0.41,0.25
20130218,20:00,0.29,              LST,0.13,0.11,0.06,,0.12,0.25,0.14,0.15,0.37,              LST
20130218,21:00,0.35,              LST,0.13,0.09,0.06,,0.13,0.25,0.16,0.15,0.36,              LST
20130218,22:00,0.28,              LST,0.27,0.12,0.07,,0.18,0.16,0.12,0.16,0.35,              LST
20130218,23:00,0.12,              LST,0.13,0.11,0.07,,0.11,0.12,0.49,0.13,0.34,              LST
20130219,0:00,0.14,              LST,0.11,               ST,0.06,,               ST,               ST,0.21,0.38,0.34,              LST
20130219,1:00,0.14,              LST,0.1,               BL,0.08,,               BL,               BL,0.24,0.19,0.34,              LST
20130219,2:00,               ST,              LST,               ST,0.07,               ST,,0.08,0.15,               ST,0.15,               ST,              LST
20130219,3:00,               BL,              LST,               BL,0.08,               BL,,0.1,0.11,               BL,0.19,               BL,              LST
20130219,4:00,0.12,              LST,0.13,0.11,0.13,,0.11,0.1,0.3,0.18,0.61,              LST
20130219,5:00,0.13,              AQI,0.12,0.1,0.17,,0.11,0.11,0.75,0.25,0.58,              LST
20130219,6:00,0.17,              AQI,0.13,0.11,0.2,,0.1,0.15,1.11,0.27,0.53,              LST
20130219,7:00,0.25,              AQI,0.24,0.17,0.2,,0.11,0.19,0.21,0.27,0.58,              LST
20130219,8:00,0.23,              AQI,0.19,0.12,0.12,,0.16,0.25,0.24,0.7,0.66,              LST
20130219,9:00,0.21,              AQI,0.15,0.11,0.12,,0.17,0.2,0.25,0.53,0.61,              LST
20130219,10:00,0.17,              LST,0.12,0.13,0.15,,0.11,0.2,0.28,0.42,0.54,              LST
20130219,11:00,0.17,              AQI,0.14,0.14,0.12,,0.11,0.19,0.31,0.44,0.44,              LST
20130219,12:00,0.15,              LST,0.11,              AQI,0.1,,0.11,0.17,0.3,0.25,0.38,              AQI
20130219,13:00,0.14,              LST,0.1,0.1,0.1,,0.11,0.16,0.27,0.31,0.34,              AQI
20130219,14:00,0.12,              LST,0.1,0.11,0.1,,0.12,0.13,0.19,0.23,0.31,              AQI
20130219,15:00,0.13,              LST,0.1,0.14,0.09,,0.11,0.37,0.13,0.93,0.29,              AQI
20130219,16:00,0.48,              LST,0.11,0.1,0.08,,0.12,0.72,0.11,0.21,0.37,              AQI
20130219,17:00,0.32,              LST,0.12,0.09,0.09,,0.12,0.76,0.17,0.25,0.32,              AQI
20130219,18:00,0.4,              LST,0.13,0.09,0.13,,0.13,1.46,0.29,0.2,0.33,              AQI
20130219,19:00,1.1,              LST,0.23,0.1,0.15,,0.14,1.68,0.62,0.2,0.37,              AQI
20130219,20:00,1.08,              LST,0.15,0.08,0.1,,0.14,3.27,0.24,0.21,0.39,              AQI
20130219,21:00,1.22,              LST,0.15,0.05,0.06,,0.21,1.12,0.18,               ST,0.39,               ST
20130219,22:00,1.63,              LST,0.16,0.09,0.06,,0.12,1.42,0.13,               BL,0.38,               BL
20130219,23:00,0.47,              LST,0.16,0.07,0.04,,0.13,0.97,0.1,0.14,0.37,0.14
20130220,0:00,               ST,              LST,               ST,0.07,               ST,,0.1,0.74,               ST,0.09,               ST,0.13
20130220,1:00,               BL,              LST,               BL,0.05,               BL,,0.11,2.63,               BL,0.36,               BL,0.13
20130220,2:00,0.21,              LST,0.25,               ST,0.07,,               ST,               ST,0.14,0.87,0.53,0.16
20130220,3:00,0.23,              LST,0.22,               BL,0.07,,               BL,               BL,0.13,0.31,0.46,0.16
20130220,4:00,0.28,              LST,0.17,0.08,0.06,,0.09,1.84,0.15,0.53,0.41,0.17
20130220,5:00,0.4,              LST,0.17,0.05,0.08,,0.1,1.6,0.13,0.44,0.43,0.15
20130220,6:00,0.58,              LST,0.16,0.08,0.09,,0.12,0.68,0.15,0.18,0.39,0.16
20130220,7:00,0.28,              LST,0.16,0.1,0.1,,0.13,0.67,0.16,0.17,0.42,0.2
20130220,8:00,0.37,              LST,0.14,0.1,0.08,,0.11,0.56,0.18,0.42,0.45,0.2
20130220,9:00,0.5,              LST,0.13,0.08,0.09,,0.15,0.57,0.16,0.16,0.39,0.19
20130220,10:00,0.36,              AQI,0.15,0.09,              AQI,,0.11,0.62,0.14,0.14,0.38,0.17
20130220,11:00,1.13,              AQI,0.17,0.09,               RA,,0.14,0.44,0.13,0.13,0.38,0.18
20130220,12:00,0.31,              AQI,0.14,0.09,               RA,,0.12,0.35,0.17,0.16,0.4,0.18
20130220,13:00,0.66,               ST,0.15,0.08,               RA,,0.12,0.89,0.29,0.14,0.37,              AQI
20130220,14:00,0.46,               BL,0.12,0.07,0.1,,0.11,0.56,0.14,0.14,0.45,0.17
20130220,15:00,0.35,0.48,0.13,0.08,0.11,,0.11,0.58,0.13,0.15,0.44,0.18
20130220,16:00,0.37,0.42,0.13,0.08,0.1,,0.12,0.48,0.13,0.19,0.41,0.17
20130220,17:00,0.72,0.31,0.12,0.08,0.13,,0.11,0.68,0.14,0.21,0.35,0.19
20130220,18:00,0.5,0.19,0.12,0.07,0.11,,0.1,0.46,0.12,0.2,0.37,0.16
20130220,19:00,0.83,0.15,0.13,0.06,0.06,,0.1,0.54,0.13,0.22,0.34,0.16
20130220,20:00,0.68,0.17,0.12,0.07,0.09,,0.12,0.58,0.14,0.25,0.35,0.16
20130220,21:00,0.37,1.53,0.12,0.07,0.09,,0.08,0.63,0.12,               ST,0.36,               ST
20130220,22:00,1.5,0.27,0.11,0.08,0.08,,0.07,0.63,0.14,               BL,0.44,               BL
20130220,23:00,1.09,0.25,0.11,0.07,              AQI,,0.06,0.37,0.12,0.16,0.42,0.14
20130221,0:00,0.22,               ST,               ST,               ST,0.13,,               ST,               ST,0.13,0.12,0.4,0.14
20130221,1:00,0.34,               BL,               BL,               BL,0.17,,               BL,               BL,0.19,0.12,0.39,0.15
20130221,2:00,               ST,0.16,0.1,0.22,               ST,,0.05,0.12,               ST,0.11,               ST,0.13
20130221,3:00,               BL,0.08,0.09,0.32,               BL,,0.06,0.34,               BL,0.11,               BL,0.13
20130221,4:00,0.29,0.52,0.09,0.34,0.12,,0.06,0.13,0.17,0.1,0.62,0.12
20130221,5:00,0.34,0.17,0.1,0.29,0.02,,0.07,0.17,0.13,0.12,0.52,0.16
20130221,6:00,0.35,0.08,0.1,0.21,0.06,,0.06,0.19,0.11,0.12,0.44,0.18
20130221,7:00,0.26,0.09,0.09,0.25,0.04,,0.07,0.22,0.09,0.09,0.46,0.17
20130221,8:00,0.31,0.07,0.12,0.29,0.04,,0.07,0.19,0.1,0.1,0.53,0.15
20130221,9:00,0.44,0.08,0.09,0.23,              LST,,0.14,0.26,0.08,0.07,0.87,0.18
20130221,10:00,0.16,0.08,0.07,0.14,0.04,,0.2,0.36,0.14,0.07,1.47,0.15
20130221,11:00,0.1,0.2,0.07,0.14,0,,0.05,0.13,0.09,0.05,1.91,0.11
20130221,12:00,0.1,1.64,0.1,0.38,0,,0.07,0.1,0.09,0.1,1.08,0.15
20130221,13:00,0.09,1.85,0.21,0.11,0,,0.06,0.16,0.13,0.07,0.67,0.1
20130221,14:00,0.09,0.87,0.13,0.06,0,,0.07,0.1,0.09,0.06,0.52,0.15
20130221,15:00,0.17,1.09,0.1,0.07,0.03,,0.08,0.15,0.09,0.26,0.45,0.49
20130221,16:00,0.34,0.15,0.1,0.04,0.03,,0.1,0.15,0.21,0.31,0.36,0.5
20130221,17:00,0.19,0.15,0.14,0.08,0.1,,0.1,0.17,0.23,0.36,0.35,0.35
20130221,18:00,0.17,0.44,0.12,0.18,0.1,,0.1,0.15,0.39,0.25,0.32,0.3
20130221,19:00,0.33,1.94,0.13,0.27,0.13,,0.11,0.42,               ST,0.27,0.35,0.32
20130221,20:00,1.07,0.75,0.29,0.22,0.13,,0.1,0.67,               BL,               ST,0.44,               ST
20130221,21:00,0.4,0.34,0.44,0.28,0.13,,0.1,1.18,0.86,               BL,0.55,               BL
20130221,22:00,0.56,2.27,0.47,0.41,0.17,,0.11,0.87,0.61,2.41,0.57,               CS
20130221,23:00,0.88,18.68,0.54,0.17,               ST,,0.14,0.95,0.73,2.96,0.56,1.68
20130222,0:00,               ST,0.74,0.35,0.2,               BL,,0.16,0.7,               ST,0.67,               ST,1.65
20130222,1:00,               BL,0.63,0.33,0.25,0.31,,0.23,0.6,               BL,0.74,               BL,1.87
20130222,2:00,0.26,               ST,               ST,               ST,0.24,,               ST,               ST,2.09,               ST,1.06,               ST
20130222,3:00,0.19,               BL,               BL,               BL,0.22,,               BL,               BL,1.26,               BL,0.81,               BL
20130222,4:00,0.35,0.29,0.58,0.54,0.2,,0.53,0.35,0.26,2.78,0.74,0.76
20130222,5:00,0.3,1.61,0.22,0.35,0.17,,0.53,0.25,0.19,2.62,0.73,0.86
20130222,6:00,0.24,0.65,0.23,0.33,0.16,,0.57,0.15,0.45,0.54,0.82,1.3
20130222,7:00,0.29,0.23,0.3,0.21,0.12,,0.49,0.2,0.28,0.51,0.95,0.61
20130222,8:00,0.23,0.27,0.35,0.53,0.16,,0.35,0.36,0.49,0.81,0.99,0.47
20130222,9:00,0.35,0.21,0.25,0.23,              AQI,,0.32,0.37,0.67,1.83,1.02,0.5
20130222,10:00,0.43,0.26,0.18,0.21,0.21,,0.3,0.18,               XX,1.27,0.84,0.4
20130222,11:00,0.25,0.27,0.15,0.17,0.19,,0.2,0.17,               XX,0.31,0.73,0.4
20130222,12:00,0.19,0.26,0.16,0.22,0.17,,0.16,0.16,               XX,0.26,0.77,0.38
20130222,13:00,0.2,0.68,0.19,0.37,0.18,,0.15,0.18,               BL,0.2,0.75,0.4
20130222,14:00,0.32,0.56,0.32,0.26,0.16,,0.15,0.25,0.56,0.34,0.68,0.38
20130222,15:00,0.46,0.52,0.39,0.2,0.21,,0.11,0.38,0.77,0.46,0.9,0.62
20130222,16:00,0.44,0.45,0.36,0.13,0.15,,0.15,0.4,0.57,0.52,1.19,0.62
20130222,17:00,0.49,0.57,0.43,0.15,0.16,,0.23,0.4,0.54,0.57,1.06,0.85
20130222,18:00,0.5,0.53,0.5,0.28,0.15,,0.36,0.42,0.74,0.54,0.94,0.69
20130222,19:00,0.43,0.51,0.4,0.28,0.44,,0.43,0.39,0.65,0.56,0.95,0.81
20130222,20:00,0.36,0.39,0.34,0.25,0.46,,0.47,0.34,0.56,0.45,1.06,0.66
20130222,21:00,0.34,0.39,0.3,0.25,0.39,,0.47,0.3,0.47,0.33,1.08,0.52
20130222,22:00,0.29,0.33,0.3,0.27,0.48,,0.44,0.27,0.44,0.35,1.14,0.43
20130222,23:00,0.27,0.29,0.3,0.26,              AQI,,0.31,0.24,0.39,0.31,1.12,0.39
20130223,0:00,0.27,               ST,               ST,               ST,0.24,,               ST,               ST,0.62,0.36,1.04,0.56
20130223,1:00,0.26,               BL,               BL,               BL,0.3,,               BL,               BL,0.87,0.36,0.94,0.62
20130223,2:00,               ST,0.33,0.27,0.2,               ST,,0.26,0.23,               ST,               ST,               ST,               ST
20130223,3:00,               BL,0.41,0.25,0.26,               BL,,0.23,0.22,               BL,               BL,               BL,               BL
20130223,4:00,0.23,0.27,0.24,0.23,0.29,,0.24,0.23,0.37,0.27,1.07,0.36
20130223,5:00,0.27,0.26,0.23,0.24,0.3,,0.25,0.24,0.46,0.29,0.98,0.35
20130223,6:00,0.25,0.29,0.27,0.22,0.24,,0.23,0.24,0.37,0.29,0.88,0.44
20130223,7:00,0.27,0.3,0.27,0.22,0.27,,0.25,0.3,0.42,0.34,0.94,0.42
20130223,8:00,0.32,0.4,0.29,0.17,0.28,,0.24,0.28,0.69,0.4,0.99,0.6
20130223,9:00,0.38,0.31,0.24,0.19,0.29,,0.26,0.29,0.42,0.45,0.86,0.62
20130223,10:00,0.3,0.58,0.22,0.2,0.31,,0.23,0.26,1.04,0.4,0.74,0.72
20130223,11:00,0.24,0.25,0.21,0.16,0.3,,0.24,0.21,0.73,0.27,0.78,0.53
20130223,12:00,0.25,0.35,0.2,0.17,0.28,,0.22,0.23,0.76,0.32,0.63,0.43
20130223,13:00,0.23,1.44,0.18,0.15,0.19,,0.24,0.27,0.64,0.29,0.58,0.37
20130223,14:00,0.23,2.23,0.21,0.14,0.16,,0.2,0.21,0.34,0.25,0.54,0.39
20130223,15:00,0.24,1.68,0.17,0.25,0.15,,0.19,0.25,0.41,0.31,0.45,0.37
20130223,16:00,0.2,0.82,0.17,0.31,0.18,,0.17,0.3,0.27,0.29,0.41,0.41
20130223,17:00,0.22,0.78,0.21,0.39,0.16,,0.18,0.21,0.72,0.24,0.4,0.36
20130223,18:00,0.29,1.49,0.25,0.33,0.2,,0.18,0.47,0.81,0.28,0.4,0.43
20130223,19:00,0.52,0.55,0.26,0.51,0.22,,0.2,0.43,0.97,0.31,0.44,0.92
20130223,20:00,0.3,0.84,0.41,0.57,0.19,,0.25,0.46,0.96,0.78,0.6,0.6
20130223,21:00,               CS,               CS,               CS,               CS,               CS,,               CS,               CS,               CS,               CS,               CS,               CS
20130223,22:00,               IQ,               IQ,               IQ,               IQ,               IQ,,               IQ,               IQ,               IQ,               IQ,               IQ,               IQ
20130223,23:00,0.37,0.52,1.03,0.74,0.22,,0.4,0.61,0.39,1.22,0.67,0.64
20130224,0:00,               ST,1.58,0.65,0.81,               ST,,0.37,0.56,               ST,1.52,               ST,1.07
20130224,1:00,               ST,0.41,0.46,0.87,               ST,,0.33,0.34,               ST,0.39,               ST,1.03
20130224,2:00,               BL,               ST,               ST,               ST,               BL,,               ST,               ST,               BL,1.02,               BL,1.05
20130224,3:00,0.36,               ST,               ST,               ST,0.34,,               ST,               ST,0.64,2.52,0.96,1.22
20130224,4:00,0.78,               BL,               BL,               BL,0.44,,               BL,               BL,0.4,1.09,0.79,1.25
20130224,5:00,1.25,0.33,0.21,0.13,0.55,,0.32,1.45,0.27,0.66,0.7,0.48
20130224,6:00,0.48,0.29,0.17,0.1,0.55,,0.32,2.08,0.24,0.56,0.65,0.3
20130224,7:00,0.26,0.24,0.23,0.11,0.4,,0.3,2.29,0.19,1.06,0.58,0.27
20130224,8:00,0.34,0.27,0.23,0.14,0.15,,0.31,1.65,0.17,0.65,0.54,0.23
20130224,9:00,0.75,0.26,0.19,0.14,0.1,,0.15,1.35,0.19,0.53,0.47,0.22
20130224,10:00,0.79,0.24,0.18,0.15,0.1,,0.11,0.53,0.19,0.14,0.45,0.22
20130224,11:00,0.37,0.22,0.17,0.18,0.16,,0.11,0.2,0.18,0.4,0.53,0.25
20130224,12:00,0.41,0.22,0.15,0.16,0.1,,0.16,0.29,0.17,0.17,0.59,0.28
20130224,13:00,0.55,0.17,0.16,0.13,0.12,,0.12,0.25,0.17,0.16,0.62,0.27
20130224,14:00,0.36,0.16,0.14,0.18,0.13,,0.13,0.38,0.15,0.16,0.59,0.23
20130224,15:00,0.82,0.23,0.14,0.15,0.15,,0.15,0.41,0.12,0.12,0.57,0.18
20130224,16:00,0.36,0.17,0.2,0.13,0.14,,0.15,0.53,0.1,0.18,0.48,0.14
20130224,17:00,0.32,0.16,0.16,0.14,0.17,,0.17,0.16,0.14,0.13,0.43,0.15
20130224,18:00,0.36,0.23,0.18,0.14,0.19,,0.18,0.26,0.19,0.18,0.41,0.23
20130224,19:00,2.32,0.38,0.19,0.13,0.22,,0.18,0.29,0.2,0.19,0.51,0.26
20130224,20:00,0.38,0.37,0.22,0.11,0.14,,0.2,1.24,0.18,               ST,0.58,               ST
20130224,21:00,0.75,0.21,0.19,0.12,0.24,,0.18,0.77,0.16,               ST,0.57,               ST
20130224,22:00,2.34,0.23,0.19,0.12,0.59,,0.2,0.78,0.16,               BL,0.48,               BL
20130224,23:00,0.95,0.3,0.2,0.13,0.59,,0.18,1.67,0.17,0.16,0.48,              AQI
20130225,0:00,0.4,               ST,               ST,               ST,0.35,,               ST,               ST,0.19,0.21,0.49,              AQI
20130225,1:00,0.35,               BL,               BL,               BL,0.32,,               BL,               BL,0.21,0.21,0.5,              AQI
20130225,2:00,               ST,0.48,0.21,0.17,               ST,,0.31,0.34,               ST,0.21,               ST,              AQI
20130225,3:00,               BL,0.56,0.21,0.16,               BL,,0.35,0.4,               BL,0.25,               BL,              AQI
20130225,4:00,0.32,0.26,0.21,0.17,0.16,,0.35,0.5,0.22,0.28,0.74,              AQI
20130225,5:00,0.52,0.39,0.25,0.31,0.08,,0.23,1.1,0.28,0.24,0.67,              AQI
20130225,6:00,2.16,0.7,0.26,0.1,0.07,,0.2,0.64,0.3,0.79,0.74,              AQI
20130225,7:00,1.25,0.92,0.34,0.09,0.04,,0.15,0.61,0.35,1,0.76,              AQI
20130225,8:00,0.48,0.59,0.32,0.09,0,,0.13,0.81,0.42,1.26,0.86,              AQI
20130225,9:00,0.82,0.43,0.31,0.35,0.07,,0.11,0.76,0.27,0.5,0.84,              AQI
20130225,10:00,0.51,1.57,0.46,0.19,0.11,,0.15,0.3,0.23,              AQI,0.81,               CS
20130225,11:00,0.21,2.25,0.35,              LST,0.11,,0.1,0.15,0.31,0.16,0.71,              AQI
20130225,12:00,0.15,2.91,0.13,0.15,0.09,,0.09,0.11,0.16,               ST,               BL,              AQI
20130225,13:00,0.12,1.38,0.11,0.08,0.06,,0.1,0.11,0.1,               BL,               BL,               CS
20130225,14:00,0.09,0.39,0.14,0.07,0.06,,0.07,0.13,0.1,0.1,               BL,              AQI
20130225,15:00,0.08,0.29,0.12,0.06,0.06,,0.08,0.09,0.09,0.09,0.28,              AQI
20130225,16:00,0.1,0.34,0.15,0.07,0.01,,0.11,0.11,0.11,0.13,0.28,              AQI
20130225,17:00,0.16,0.32,0.17,0.07,0.13,,0.13,0.15,0.14,0.18,0.29,               CS
20130225,18:00,0.13,0.32,0.25,0.12,0.11,,0.12,0.15,0.15,0.13,0.33,              AQI
20130225,19:00,0.16,0.29,0.14,0.1,0.08,,0.11,0.13,0.12,0.12,0.32,              AQI
20130225,20:00,0.14,0.35,0.17,0.11,0.09,,0.11,0.14,0.17,0.16,0.33,              AQI
20130225,21:00,0.12,0.23,0.13,0.11,0.1,,0.12,0.1,0.14,               ST,0.3,               ST
20130225,22:00,0.13,0.28,0.09,0.11,0.09,,0.12,0.09,0.12,               BL,0.31,               BL
20130225,23:00,0.11,0.33,0.1,0.11,0.08,,0.11,0.1,0.11,0.1,0.31,              AQI
