    Date, Time,Site_22,Site_23,Site_24,Site_25,Site_26,Site_27,Site_28, Site_A, Site_H, Site_K, Site_R, Site_V
20120103,6:00,0.32,0.21,0.28,0.06,0.18,,0.13,              LST,0.2,0.56,              AQI,0.47
20120103,7:00,0.19,0.24,0.22,0.09,0.23,,0.15,              LST,0.32,1.52,              LST,0.54
20120103,8:00,0.2,0.3,0.23,0.15,0.33,,0.24,              LST,0.22,0.57,              AQI,0.84
20120103,9:00,0.3,0.2,0.18,0,0.19,,0.19,              LST,               ST,1.17,              AQI,0.91
20120103,10:00,0.25,0.15,0.13,0.3,0.14,,0.12,              LST,               BL,0.78,              AQI,0.67
20120103,11:00,0.31,0.24,              LST,0.85,0.11,,0.11,              LST,              AQI,0.61,              AQI,0.43
20120103,12:00,1,0.24,0.17,0.47,0.29,,0.13,              LST,              AQI,0.32,              AQI,0.29
20120103,13:00,0.71,0.17,               ST,0.2,0.24,,0.14,              LST,              AQI,0.18,              AQI,0.26
20120103,14:00,0.59,0.23,               BL,0.16,0.06,,0.09,              LST,              AQI,0.31,              AQI,0.4
20120103,15:00,1.13,0.45,0.36,0.02,0.11,,0.41,              LST,              AQI,0.71,              AQI,0.76
20120103,16:00,0.55,0.26,0.24,0.15,0.11,,0.12,              LST,              AQI,0.43,              AQI,0.6
20120103,17:00,0.81,0.27,0.21,0.2,0.12,,0.12,              LST,              AQI,0.36,              AQI,0.45
20120103,18:00,1.29,              LST,0.21,0.03,0.1,,0.2,              LST,              AQI,0.21,              AQI,0.42
20120103,19:00,0.22,              LST,0.22,0.12,0.1,,0.3,              LST,              AQI,0.2,              AQI,0.38
20120103,20:00,0.22,              LST,0.25,0.13,0.15,,0.2,              LST,              AQI,0.3,              AQI,0.41
20120103,21:00,0.25,              LST,0.33,0.03,0.19,,0.24,              LST,              AQI,0.37,              AQI,0.53
20120103,22:00,0.5,              LST,0.2,0.12,0.28,,0.31,              LST,              AQI,0.32,              AQI,               ST
20120103,23:00,0.25,              LST,0.18,0.07,0.23,,0.22,              LST,              AQI,0.39,              AQI,               BL
20120104,0:00,0.24,              LST,0.23,0.02,0.18,,0.29,              LST,              AQI,0.34,1.96,0.73
20120104,1:00,0.25,              LST,0.2,0.11,0.19,,0.36,              LST,              AQI,0.33,0.69,0.69
20120104,2:00,               ST,              LST,               ST,               ST,               ST,,               XX,              LST,               ST,               ST,               ST,0.62
20120104,3:00,               BL,              LST,               BL,               BL,               BL,,               BL,              LST,               BL,               BL,               BL,0.54
20120104,4:00,0.37,              LST,0.23,0.04,0.19,,0.26,              LST,              AQI,0.43,1.54,0.58
20120104,5:00,0.41,              LST,0.52,0.54,0.16,,0.25,              LST,              AQI,0.46,2.31,0.81
20120104,6:00,0.52,              LST,0.81,0.49,0.19,,0.36,              LST,              AQI,0.51,3.36,0.92
20120104,7:00,0.76,              LST,0.79,0.34,0.35,,0.47,              LST,              AQI,0.69,3.17,1.51
20120104,8:00,3.02,              LST,0.46,0.54,0.52,,0.59,              LST,              AQI,1.06,3.5,3.1
20120104,9:00,0.89,              AQI,0.33,0.25,0.25,,0.97,              LST,               ST,0.4,1.42,1.73
20120104,10:00,0.64,1.18,0.37,0.31,0.07,,0.14,              LST,               BL,0.37,1.55,0.68
20120104,11:00,0.28,1.31,1.23,0.08,0.05,,0.09,              LST,               ST,0.17,0.48,0.36
20120104,12:00,0.21,0.53,1.81,0.06,0.04,,0.08,              LST,               ST,0.12,0.23,0.27
20120104,13:00,0.15,0.85,0.61,0.03,0.06,,0.06,              LST,               ST,0.15,0.2,0.25
20120104,14:00,0.17,0.61,0.44,0.06,0.06,,0.06,              LST,               BL,0.14,0.21,0.29
20120104,15:00,0.2,0.78,0.16,0.07,0.06,,0.07,              LST,               IQ,0.13,0.34,0.29
20120104,16:00,0.98,0.2,0.18,0.24,0.05,,0.08,              LST,              LST,0.19,0.3,0.28
20120104,17:00,0.36,0.23,0.22,0.3,0.08,,0.13,              LST,              AQI,0.23,0.29,0.42
20120104,18:00,0.31,0.12,0.14,0.42,0.11,,0.14,              LST,              AQI,0.34,0.51,0.51
20120104,19:00,0.43,0.12,0.16,0.61,0.12,,0.42,              LST,              AQI,0.23,1.27,0.56
20120104,20:00,0.52,0.18,0.15,0.12,0.21,,0.29,              LST,              AQI,0.24,0.4,0.43
20120104,21:00,0.56,0.17,0.17,0.14,0.22,,0.25,              LST,              AQI,0.44,0.36,               ST
20120104,22:00,2.01,2.8,0.16,0.03,0.25,,0.6,              LST,              AQI,0.76,0.47,               BL
20120104,23:00,1.04,1.43,0.27,0.6,0.23,,0.52,              LST,              AQI,0.84,0.48,0.98
20120105,0:00,               ST,               ST,               ST,               ST,               ST,,               ST,              LST,               ST,0.84,               ST,1.25
20120105,1:00,               BL,               BL,               BL,               BL,               BL,,               BL,              LST,               BL,1.26,               BL,1.28
20120105,2:00,1.19,3.12,0.65,1.02,0.18,,0.38,              LST,0.72,1.16,0.96,1.29
20120105,3:00,0.88,5.78,0.59,0.78,0.17,,0.36,              LST,1.71,1.44,1.22,1.33
20120105,4:00,0.61,2.74,0.38,0.42,0.34,,0.32,              LST,2.96,1.41,1.03,1.39
20120105,5:00,0.48,0.68,0.34,1.96,0.29,,0.32,              LST,1.56,1.07,6.71,1.62
20120105,6:00,0.58,3.34,0.34,0.31,0.34,,0.3,              LST,0.33,4.29,0.9,2.99
20120105,7:00,0.5,1.84,0.31,0.33,0.41,,0.27,               XX,0.35,0.76,84.13,3.91
20120105,8:00,15.71,0.5,0.36,0.5,0.54,,0.27,              AQI,0.45,2.1,1.85,4.1
20120105,9:00,5.14,0.97,0.47,0.35,0.37,,0.26,              AQI,0.69,2.67,1.12,3.79
20120105,10:00,3.11,0.53,0.5,0.48,0.32,,0.24,               IQ,0.72,1.99,1.73,2.7
20120105,11:00,1.23,1.03,0.52,0.33,0.09,,0.2,               ST,               ST,0.94,2.74,1.51
20120105,12:00,0.6,0.89,0.84,0.36,0.1,,0.08,               BL,               BL,0.39,0.8,0.83
20120105,13:00,0.19,0.97,0.73,0.28,0.08,,0.08,               IQ,0.21,0.23,0.32,0.42
20120105,14:00,0.17,1.7,0.35,0,0.08,,0.08,              AQI,               IQ,0.17,0.23,0.37
20120105,15:00,0.22,0.27,0.32,0.1,0.07,,0.06,              AQI,0.83,0.17,0.62,0.28
20120105,16:00,0.49,0.23,0.21,0.3,0.08,,0.06,              AQI,0.44,0.29,0.39,               IQ
20120105,17:00,0.69,0.36,0.3,1.82,0.12,,0.28,               IQ,0.33,0.29,1.26,0.44
20120105,18:00,0.38,0.34,0.24,0.37,0.12,,0.13,              AQI,0.31,0.18,3.45,0.37
20120105,19:00,0.88,0.28,0.29,0.59,0.14,,0.21,               CS,0.38,0.19,0.5,0.3
20120105,20:00,0.36,0.28,0.29,0.08,0.12,,0.28,               IQ,0.52,0.18,1.54,0.26
20120105,21:00,0.27,0.38,0.84,0,0.1,,0.23,              AQI,0.95,0.2,0.52,               ST
20120105,22:00,0.26,0.24,0.27,0,0.1,,0.29,              AQI,0.52,               ST,0.63,               BL
20120105,23:00,0.24,0.12,0.19,0.05,0.07,,0.28,              AQI,0.32,               BL,2.54,0.26
20120106,0:00,0.15,1.09,               ST,0.03,0.04,,0.35,               ST,0.31,0.2,0.28,0.22
20120106,1:00,0.17,0.17,               BL,0,0,,0.36,               BL,0.22,               ST,0.25,0.29
20120106,2:00,               ST,               ST,0.14,               ST,               ST,,               ST,              AQI,               ST,               BL,               ST,0.24
20120106,3:00,               BL,               BL,0.21,               BL,               BL,,               BL,              AQI,               BL,0.22,               BL,0.25
20120106,4:00,0.12,0.76,0.43,0.04,0.04,,0.55,              AQI,0.13,0.14,0.2,0.19
20120106,5:00,0.19,0.14,3.52,0.02,0.04,,0.24,              AQI,0.15,0.15,0.22,0.37
20120106,6:00,0.14,0.16,1.07,0.05,0.01,,0.68,              AQI,0.2,0.21,0.24,0.5
20120106,7:00,0.23,0.16,0.15,0.08,0.05,,0.19,              AQI,0.2,0.22,0.33,1.18
20120106,8:00,0.16,0.23,1.37,0.01,0.04,,0.11,               XX,0.23,0.17,0.32,0.24
20120106,9:00,0.28,2,0.11,0.02,0.06,,0.16,               XX,0.14,0.16,0.24,0.24
20120106,10:00,0.19,1.01,0.19,0.02,0.01,,0.21,               BL,0.17,0.25,0.27,0.32
20120106,11:00,0.29,0.28,0.21,0.01,0.05,,0.14,               BL,0.18,0.19,0.36,0.3
20120106,12:00,0.2,0.19,0.98,0.07,0.07,,0.1,              AQI,0.15,0.13,0.2,0.19
20120106,13:00,0.11,0.46,0.28,0.1,0.07,,0.07,              AQI,0.16,0.12,0.21,0.17
20120106,14:00,0.09,0.26,0.28,0.1,0.09,,0.07,              AQI,0.12,0.09,0.2,0.11
20120106,15:00,0.08,0.18,0.19,0.07,0.08,,0.06,              AQI,0.19,0.07,0.18,0.12
20120106,16:00,0.11,0.38,0.19,0.07,0.11,,0.05,              AQI,0.13,0.1,0.18,0.14
20120106,17:00,0.16,0.13,0.19,0.24,0.11,,0.08,              AQI,0.21,0.17,0.24,0.25
20120106,18:00,0.14,0.14,0.24,0.41,0.11,,0.16,              AQI,0.23,0.17,0.34,0.34
20120106,19:00,0.18,0.19,0.17,0.14,0.12,,0.22,              AQI,0.37,0.17,0.87,0.29
20120106,20:00,0.16,0.46,0.25,0.13,0.08,,0.24,              AQI,0.23,0.18,0.29,0.25
20120106,21:00,0.2,1.78,0.63,0,0.09,,0.21,              AQI,0.25,0.28,0.36,               ST
20120106,22:00,0.14,0.57,0.52,0,0.09,,0.32,              AQI,0.24,0.27,0.18,               BL
20120106,23:00,0.2,0.25,0.25,0.41,0,,0.36,              AQI,1.12,0.3,0.21,0.35
20120107,0:00,               ST,               ST,0.23,               ST,               ST,,               ST,              AQI,               ST,0.28,               ST,0.37
20120107,1:00,               BL,               BL,0.31,               BL,               BL,,               BL,              AQI,               BL,               ST,               BL,               ST
20120107,2:00,0.19,0.16,               ST,0,0.06,,0.24,               ST,0.37,               BL,0.22,               BL
20120107,3:00,0.15,0.09,               BL,0,0.04,,0.24,               BL,1.05,0.14,0.4,0.24
20120107,4:00,0.13,0.21,0.14,0,0.05,,0.23,0.23,0.82,0.21,0.69,0.26
20120107,5:00,0.1,0.31,0.28,0,0.08,,0.26,0.26,0.71,0.22,0.76,0.34
20120107,6:00,0.22,0.18,0.31,0.11,0.05,,0.28,0.44,0.71,0.19,3.55,0.4
20120107,7:00,0.19,0.16,0.33,0.14,0.11,,0.45,0.79,0.42,0.26,1.36,0.64
20120107,8:00,0.27,0.37,0.32,0.06,0.34,,0.34,0.37,0.54,0.38,1.16,0.83
20120107,9:00,0.85,2.55,0.45,0.02,0.06,,1.68,0.57,0.42,0.34,0.46,0.41
20120107,10:00,0.24,0.29,0.39,0.11,0.04,,0.14,0.19,0.21,0.13,0.27,0.26
20120107,11:00,0.09,0.2,0.24,0.08,0.06,,0.1,0.15,0.13,0.07,0.14,0.14
20120107,12:00,0.12,0.18,0.15,0.02,0.07,,0.06,0.15,0.09,0.1,0.14,0.16
20120107,13:00,0.1,0.19,0.19,0.1,0.03,,0.06,0.15,0.11,0.1,0.15,0.19
20120107,14:00,0.15,0.12,0.15,0.05,0.07,,0.07,0.17,0.12,0.1,0.14,0.22
20120107,15:00,0.1,0.51,0.18,0.06,0.07,,0.08,0.14,0.1,0.1,0.13,0.19
20120107,16:00,0.12,0.41,0.25,0.03,0.06,,0.06,0.16,0.12,0.12,0.17,0.2
20120107,17:00,0.17,0.89,0.24,0.07,0.07,,0.09,0.22,0.14,0.12,0.19,0.38
20120107,18:00,0.27,1.8,0.41,0.03,0.06,,0.22,0.91,1.28,0.23,1.36,0.54
20120107,19:00,1.33,0.3,0.22,0.25,0.13,,0.13,1.16,0.27,0.56,1.26,0.88
20120107,20:00,0.21,0.27,0.16,0.68,0.07,,0.1,0.26,0.2,0.22,0.31,0.24
20120107,21:00,               CS,               CS,               CS,               CS,               CS,,               CS,               CS,               CS,               CS,               CS,               CS
20120107,22:00,               IQ,               IQ,               IQ,               IQ,               IQ,,               IQ,               IQ,               IQ,               IQ,               IQ,               IQ
20120107,23:00,0.16,0.46,0.07,0.39,0.08,,0.13,0.38,0.33,0.15,1.38,0.2
20120108,0:00,0.15,0.51,               ST,0.13,0.05,,0.15,               ST,0.6,0.14,0.17,0.22
20120108,1:00,0.22,0.35,               ST,0.18,0.05,,0.22,               ST,0.63,0.13,0.22,0.21
20120108,2:00,               ST,               ST,               BL,               ST,               ST,,               ST,               BL,               ST,0.12,               ST,0.2
20120108,3:00,               ST,               ST,0.35,               ST,               ST,,               ST,0.25,               ST,0.15,               ST,0.19
20120108,4:00,               BL,               BL,0.24,               BL,               BL,,               BL,0.22,               BL,0.2,               BL,0.25
20120108,5:00,0.14,0.26,0.2,0.05,0.07,,0.13,0.27,1.23,0.28,1.46,0.26
20120108,6:00,0.14,0.23,0.18,0.11,0.04,,0.08,0.32,0.43,0.21,0.49,0.32
20120108,7:00,0.16,0.26,0.21,0.63,0.07,,0.13,0.21,0.25,0.17,1.58,0.25
20120108,8:00,0.15,0.22,0.12,0.4,0.06,,0.16,0.34,0.42,0.17,5.23,0.29
20120108,9:00,0.16,0.28,0.15,0.35,0,,0.17,0.33,0.18,0.14,3.35,0.17
20120108,10:00,0.12,0.17,0.09,0.24,0.04,,0.11,0.28,0.11,0.1,1.67,0.18
20120108,11:00,0.06,0.1,0.08,0.15,0.03,,0.06,0.17,0.15,0.07,0.62,0.11
20120108,12:00,0.22,0.11,0.07,0.2,0,,0.07,0.21,0.12,0.05,0.32,0.09
20120108,13:00,0,0.09,0.04,0.15,0.05,,0.03,0.34,0.09,0.07,0.19,0.09
20120108,14:00,0.03,0.19,0.02,0.16,0.07,,0.07,0.28,0.09,0.05,0.23,0.09
20120108,15:00,0.08,0.14,0.07,0.1,0.1,,0.04,0.27,0.1,0.04,0.18,0.09
20120108,16:00,0.23,0.11,0.09,0.19,0.14,,0.05,0.24,0.31,0.06,0.24,0.17
20120108,17:00,0.38,0.1,0.05,0.12,0.29,,0.06,0.21,0.62,0.1,0.21,0.22
20120108,18:00,0.37,0.16,0.05,0.27,0.13,,0.05,0.28,0.38,0.16,0.19,0.18
20120108,19:00,0.65,0.11,0.05,0.36,0.11,,0.08,0.19,0.12,0.09,0.42,0.21
20120108,20:00,0.78,0.12,0.02,0.63,0.1,,0.09,0.21,0.1,0.12,0.14,0.15
20120108,21:00,0.32,0.06,0.05,0.3,0.09,,0.05,1.86,0.27,               ST,0.1,               ST
20120108,22:00,0.2,0.07,0.08,0.1,0.1,,0.12,1.7,0.17,               ST,0.11,               ST
20120108,23:00,0.18,0.07,0.07,0.35,0.1,,0.17,0.79,0.17,               BL,0.09,               BL
20120109,0:00,               ST,               ST,0,               ST,               ST,,               ST,0.38,               ST,0.15,               ST,0.22
20120109,1:00,               BL,               BL,0,               BL,               BL,,               BL,0.36,               BL,0.17,               BL,0.18
20120109,2:00,0.17,0.12,               ST,0.16,0.01,,0.05,               ST,0.11,0.14,0.36,               ST
20120109,3:00,0.06,              AQI,               BL,0.1,0.05,,0.07,               BL,0.07,0.1,0.18,               BL
20120109,4:00,0.14,              AQI,0.19,0.17,0.03,,0,0.82,0.11,0.07,0.3,0.1
20120109,5:00,0.39,              AQI,0.04,              LST,0.05,,0.04,0.22,0.12,0.07,2.3,0.11
20120109,6:00,0.52,              AQI,0.04,              LST,0.05,,0.04,0.24,0.11,0.07,0.46,0.13
20120109,7:00,0.64,              LST,0.03,              LST,0,,0.03,0.22,0.12,0.08,1.02,0.19
20120109,8:00,0.28,              LST,0.05,              LST,0.05,,0.03,0.11,0.21,0.07,0.12,0.15
20120109,9:00,0.12,              LST,0.02,              LST,0.04,,0.03,0.8,0.21,0.2,0.19,0.21
20120109,10:00,0.16,              LST,0,              LST,0.04,,0.03,0.13,0.19,0.1,0.23,0.1
20120109,11:00,0.24,              LST,0.04,              LST,0.02,,0.03,0.16,              AQI,0.16,0.38,0.22
20120109,12:00,0.79,              LST,0.06,               XX,0.03,,0.05,0.76,0.5,1.2,1.29,0.79
20120109,13:00,0.2,              AQI,0.1,0.07,0.03,,0.02,0.4,0.16,0.91,0.15,0.88
20120109,14:00,0.06,               XX,0.07,0.11,0.05,,0.05,0.75,2.95,1.04,0.19,0.56
20120109,15:00,0.1,              AQI,0.06,               ST,0.09,,0.04,0.48,0.3,0.45,0.15,0.37
20120109,16:00,0.21,0.33,0.06,               BL,0.07,,0.06,0.22,0.91,0.4,2.28,0.56
20120109,17:00,0.18,               ST,0.12,               CS,0.09,,0.06,0.22,0.65,0.93,0.24,0.54
20120109,18:00,0.14,               BL,0.2,0,0.09,,0.2,0.35,1.01,0.42,0.18,0.5
20120109,19:00,0.16,0.16,0.1,0.68,0.33,,0.21,0.39,0.12,0.98,0.45,0.67
20120109,20:00,0.14,0.17,0.1,0.07,0.36,,0.14,0.17,0.15,0.27,0.39,0.41
20120109,21:00,0.13,0.22,0.17,0.11,0.21,,0.12,0.14,1.77,               ST,1.79,0.38
20120109,22:00,0.1,0.25,0.25,0.11,0.13,,0.16,0.2,0.61,               BL,0.18,0.2
20120109,23:00,0.12,0.19,0.17,0.29,0.17,,0.15,0.21,0.27,0.19,0.18,0.28
20120110,0:00,0.17,0.59,               ST,               ST,0.18,,0.12,               ST,0.25,0.2,0.19,0.23
20120110,1:00,0.15,0.37,               BL,               BL,0.17,,0.13,               BL,0.29,0.17,0.21,0.2
20120110,2:00,               ST,               ST,0.16,0.16,               ST,,               ST,0.2,               ST,0.16,               ST,               ST
20120110,3:00,               BL,               BL,0.15,0.15,               BL,,               BL,0.19,               BL,0.16,               BL,               BL
20120110,4:00,0.15,0.38,0.14,0.17,0.16,,0.11,0.21,0.26,0.16,0.17,0.2
20120110,5:00,0.13,0.28,0.15,0.16,0.13,,0.12,0.21,0.25,0.18,0.19,0.22
20120110,6:00,0.16,0.26,0.18,0.18,0.12,,0.11,0.23,0.25,0.2,0.19,0.27
20120110,7:00,0.15,0.28,0.11,0.19,0.13,,0.1,0.24,0.32,0.2,0.2,0.31
20120110,8:00,0.12,0.62,0.13,0.15,0.06,,0.1,0.22,0.25,0.2,0.21,0.3
20120110,9:00,0.14,0.36,0.11,0.14,0.1,,0.1,0.21,0.27,0.18,0.19,0.28
20120110,10:00,0.13,0.29,0.12,0.11,0.11,,0.08,0.2,0.22,0.15,0.15,0.23
20120110,11:00,0.12,0.25,0.12,0.09,0.06,,0.09,0.27,              AQI,0.14,0.16,0.23
20120110,12:00,               RA,0.27,0.12,0.09,0.1,,0.1,0.21,0.15,0.13,0.16,0.24
20120110,13:00,               RA,0.24,0.1,0.08,0.08,,0.08,0.2,0.16,0.11,0.13,0.21
20120110,14:00,               RA,0.24,0.09,0.02,0.08,,0.06,0.19,               ST,0.12,0.14,0.37
20120110,15:00,0.08,0.22,0.08,0.08,0.07,,0.07,0.17,               BL,0.12,0.13,0.27
20120110,16:00,0.09,0.26,               RA,0.06,0.07,,0.08,0.17,0.12,0.14,0.13,0.31
20120110,17:00,0.09,0.26,               RA,0.13,0.08,,0.07,0.2,0.16,0.18,0.17,0.78
20120110,18:00,0.15,0.51,               RA,0.11,0.07,,0.08,0.47,0.21,0.26,0.22,0.44
20120110,19:00,0.32,0.83,               RA,0.03,0.09,,0.07,0.39,0.27,0.29,0.41,0.38
20120110,20:00,0.24,1.17,0.33,0.32,0.15,,0.09,0.4,0.23,               ST,0.38,0.32
20120110,21:00,0.26,1.72,0.39,0.38,0.11,,0.38,0.33,0.2,               BL,0.38,0.37
20120110,22:00,0.23,0.77,0.37,0.36,0.13,,0.33,0.32,0.22,0.31,0.37,0.32
20120110,23:00,0.19,0.37,0.28,0.46,0.14,,0.43,0.27,0.23,0.36,0.32,0.41
20120111,0:00,               ST,               ST,0.25,0.53,               ST,,               ST,0.3,               ST,0.28,               ST,0.36
20120111,1:00,               BL,               BL,0.17,0,               BL,,               BL,0.3,               BL,0.27,               BL,0.25
20120111,2:00,0.24,0.65,               ST,               ST,0.18,,0.35,               ST,0.19,               ST,0.26,0.25
20120111,3:00,0.3,0.72,               BL,               BL,0.26,,0.3,               BL,0.19,               BL,0.3,0.24
20120111,4:00,0.51,0.51,0.93,0.56,0.27,,0.26,0.3,0.18,0.21,0.22,0.25
20120111,5:00,0.29,1.81,1.3,0.46,0.28,,0.26,0.37,0.26,0.34,0.28,0.37
20120111,6:00,0.43,0.76,0.85,0.34,0.29,,0.23,0.6,0.32,0.46,0.43,0.61
20120111,7:00,0.6,2.77,0.96,0.48,0.33,,0.38,0.66,0.58,0.6,0.71,1.01
20120111,8:00,0.86,1.41,1.27,0.52,0.35,,0.28,0.82,0.39,0.61,0.66,0.76
20120111,9:00,0.38,1.98,1.33,0.3,0.3,,0.19,0.44,0.22,0.34,0.45,0.45
20120111,10:00,0.2,1.5,0.62,0.15,0.18,,0.13,0.3,0.19,0.23,0.33,0.33
20120111,11:00,0.18,0.56,0.53,0.15,0.11,,0.1,0.25,0.14,0.15,0.21,0.24
20120111,12:00,0.17,0.4,0.42,0.11,0.02,,0.12,0.22,0.13,0.16,0.22,0.25
20120111,13:00,0.21,0.25,0.6,0.1,0.11,,0.11,0.21,0.12,0.15,0.25,0.22
20120111,14:00,0.19,0.22,0.19,0.12,0.08,,0.1,0.19,               IQ,0.13,0.23,0.89
20120111,15:00,0.16,0.3,0.23,0.12,0.1,,0.09,0.17,0.15,0.12,0.16,0.17
20120111,16:00,0.49,               RA,0.1,0.17,0.14,,0.09,0.24,0.14,0.16,0.19,0.2
20120111,17:00,0.22,               RA,0.12,0.17,0.1,,0.1,0.26,0.18,0.17,0.21,0.25
20120111,18:00,0.42,               RA,0.22,0.21,0.14,,0.14,0.26,0.21,0.24,0.35,0.29
20120111,19:00,0.23,3.32,0.38,0.24,0.13,,0.13,0.29,0.23,0.22,0.73,0.28
